censusTract,Year,City,CommunityName,Detailed_Name,SPA,SD,CD,SSD,AD,USCD,DemogSurveySample,YouthCountSample,totStreetSingAdult,totStreetFamHH,totStreetFamMemb,totCars,totVans,totCampers,totTents,totEncamp,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totEncampPeople,totEsAdultSingAdult,totESAdultFamHH,totEsAdultFamMemb,totEsYouthSingYouth,totESYouthFamHH,totEsYouthFamMemb,totEsYouthUnaccYouth,totThAdultSingAdult,totTHAdultFamHH,totThAdultFamMemb,totThYouthSingYouth,totTHYouthFamHH,totThYouthFamMemb,totThYouthUnaccYouth,totShAdultSingAdult,totSHAdultFamHH,totShAdultFamMemb,totShYouthSingYouth,totSHYouthFamHH,totShYouthFamMemb,totShYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
181300,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,34,No,No,4,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
181400,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,34,No,No,4,0,0,0,1,2,0,2,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
181500,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,34,No,No,3,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
181600,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,34,No,No,1,0,0,3,1,8,0,0,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
183101,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,14,24,51,34,No,No,5,0,0,1,0,3,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
183103,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,14,24,51,34,No,No,0,0,0,0,2,3,3,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
183104,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,14,24,41,34,Yes,No,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
183220,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,14,24,51,34,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183221,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,14,24,51,34,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183222,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,14,24,51,34,No,No,0,0,0,2,0,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
183300,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,14,24,51,34,No,No,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
183401,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,14,24,51,34,No,No,5,0,0,0,0,2,0,3,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
183402,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,14,24,51,34,No,No,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
183510,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,1,24,51,34,No,No,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
183520,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,1,24,51,34,Yes,No,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
183610,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,1,24,51,34,No,No,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
183620,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,14,24,51,34,No,No,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
183701,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,14,24,51,34,No,No,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
183702,2016,Los Angeles,Arroyo Seco,Arroyo Seco NC,4,1,14,24,41,34,No,No,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
183810,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,1,24,51,34,No,No,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
183820,2016,Los Angeles,Highland Park,Historic Highland Park NC,4,1,1,24,51,34,No,No,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
185100,2016,Los Angeles,Arroyo Seco,Arroyo Seco NC,4,1,1,24,51,34,No,No,4,0,0,4,0,12,0,1,6,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
185202,2016,Los Angeles,Arroyo Seco,Arroyo Seco NC,4,1,1,24,51,34,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
185203,2016,Los Angeles,Cypress Park,Greater Cypress Park NC,4,1,1,24,51,34,No,Yes,0,0,0,0,1,4,0,2,0,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
185204,2016,Los Angeles,Cypress Park,Greater Cypress Park NC,4,1,1,24,51,34,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185310,2016,Los Angeles,Cypress Park,Greater Cypress Park NC,4,1,1,24,51,34,No,No,1,0,0,2,6,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
185320,2016,Los Angeles,Cypress Park,Greater Cypress Park NC,4,1,1,24,51,34,No,No,2,0,0,0,3,4,4,2,0,5,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
186100,2016,Los Angeles,Glassell Park,Glassell Park NC,4,1,14,24,51,34,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
186201,2016,Los Angeles,Eagle Rock,Eagle Rock NC,4,1,1,24,51,34,No,No,1,0,0,1,2,1,0,1,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
186202,2016,Los Angeles,Arroyo Seco,Arroyo Seco NC,4,1,1,24,51,34,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186203,2016,Los Angeles,Arroyo Seco,Arroyo Seco NC,4,1,1,24,51,34,No,No,0,0,0,0,1,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
186301,2016,Los Angeles,Glassell Park,Glassell Park NC,4,1,13,24,51,34,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186302,2016,Los Angeles,Glassell Park,Glassell Park NC,4,1,1,24,51,34,No,No,1,0,0,0,1,5,0,1,0,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
186401,2016,Los Angeles,Glassell Park,Glassell Park NC,4,1,13,24,51,34,Yes,No,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
186403,2016,Los Angeles,Glassell Park,Glassell Park NC,4,1,1,24,51,34,No,No,1,0,0,0,3,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
186404,2016,Los Angeles,Glassell Park,Glassell Park NC,4,1,1,24,51,34,No,No,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
187101,2016,Los Angeles,Atwater Village,Atwater Village NC,4,1,13,24,43,28,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187102,2016,Los Angeles,Atwater Village,Atwater Village NC,4,1,13,24,43,28,No,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
187200,2016,Los Angeles,Elysian Valley,Elysian Valley Riverside NC,4,1,13,24,43,28,No,No,1,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
187300,2016,Los Angeles,Silver Lake,Silver Lake NC,4,1,13,24,43,28,No,No,1,0,0,1,12,3,0,1,2,21,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
188100,2016,Los Angeles,Atwater Village,Atwater Village NC,4,3,13,25,43,28,No,No,2,0,0,1,2,6,0,0,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
188201,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,24,43,28,No,Yes,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
188202,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,25,43,28,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
188300,2016,Los Angeles,Atwater Village,Atwater Village NC,4,3,13,25,43,28,No,No,4,0,0,1,0,1,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
189101,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,24,43,28,No,No,14,0,0,2,0,2,0,2,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
189102,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,25,43,28,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189201,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,24,43,28,No,No,5,0,0,3,1,1,0,2,5,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
189202,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,4,25,43,28,No,Yes,0,0,0,0,0,1,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
189300,2016,Los Angeles,Hollywood,Hollywood United NC,4,3,4,25,43,28,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189400,2016,Los Angeles,Hollywood,Hollywood United NC,4,3,4,25,43,28,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2
189500,2016,Los Angeles,Hollywood,Hollywood United NC,4,3,4,26,43,28,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189600,2016,Los Angeles,Hollywood,Hollywood United NC,4,3,4,26,43,28,Yes,No,1,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
189701,2016,Los Angeles,Hollywood,Hollywood United NC,4,3,4,26,43,28,No,No,1,0,0,0,0,1,0,4,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
189702,2016,Los Angeles,Hollywood Hills West,Hollywood Hills West NC,4,3,4,26,46,28,No,No,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
189800,2016,Los Angeles,Hollywood Hills West,Hollywood Hills West NC,4,3,4,26,50,28,No,No,4,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
189902,2016,Los Angeles,Hollywood Hills West,Hollywood Hills West NC,4,3,4,26,50,28,No,No,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
189903,2016,Los Angeles,Hollywood Hills West,Hollywood Hills West NC,4,3,4,26,50,28,No,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
189904,2016,Los Angeles,Hollywood Hills West,Hollywood Hills West NC,4,3,4,26,50,28,No,No,5,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
189905,2016,Los Angeles,Hollywood Hills West,Hollywood Hills West NC,4,3,4,26,50,28,No,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
190100,2016,Los Angeles,Hollywood,Central Hollywood NC,4,3,13,26,50,28,No,Yes,22,0,0,0,0,0,3,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
190201,2016,Los Angeles,Hollywood Hills West,Hollywood Hills West NC,4,3,13,26,50,28,No,No,31,0,0,3,2,0,3,4,5,3,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50
190202,2016,Los Angeles,Hollywood Hills West,Hollywood Hills West NC,4,3,13,26,50,28,No,Yes,5,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
190301,2016,Los Angeles,Hollywood,Hollywood United NC,4,3,13,24,43,28,No,Yes,6,0,0,1,2,1,4,0,2,3,2,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,19,0,10,0,10,29
190401,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,13,24,43,28,No,No,7,0,0,0,0,0,3,5,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
190402,2016,Los Angeles,Los Feliz,Los Feliz NC,4,3,13,24,43,28,No,No,4,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
190510,2016,Los Angeles,Hollywood,Hollywood Studio District NC,4,3,13,24,43,28,No,Yes,7,0,0,0,0,1,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
190520,2016,Los Angeles,Hollywood,East Hollywood NC,4,3,13,24,43,28,No,No,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
190700,2016,Los Angeles,Hollywood,Central Hollywood NC,4,3,13,26,50,28,No,Yes,51,0,0,0,1,2,2,5,0,2,4,3,8,0,0,0,0,0,0,0,17,6,11,31,2,4,0,0,0,0,0,0,0,0,68,0,63,0,63,131
190801,2016,Los Angeles,Hollywood,Central Hollywood NC,4,3,13,26,50,28,No,No,18,0,0,5,7,2,7,2,8,12,4,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,56
190802,2016,Los Angeles,Hollywood,Central Hollywood NC,4,3,13,26,50,28,No,No,50,0,0,6,4,3,0,0,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,72
190901,2016,Los Angeles,Hollywood,Hollywood Studio District NC,4,3,13,24,43,28,No,Yes,5,0,0,0,0,0,1,2,0,0,0,2,3,54,0,0,56,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,10,110,22,0,132,142
190902,2016,Los Angeles,Hollywood,Hollywood Studio District NC,4,3,13,24,50,28,No,No,2,0,0,2,14,0,5,1,3,24,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39
191000,2016,Los Angeles,Hollywood,Hollywood Studio District NC,4,3,13,26,50,28,No,Yes,46,0,0,0,0,2,3,10,0,0,4,5,16,24,0,0,3,0,0,20,0,0,0,45,0,0,0,0,0,0,0,0,0,0,71,47,45,0,92,163
191110,2016,Los Angeles,Hollywood,East Hollywood NC,4,3,13,24,43,28,No,Yes,8,0,0,0,4,1,0,7,0,7,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
191120,2016,Los Angeles,Hollywood,East Hollywood NC,4,3,13,24,43,28,No,No,6,0,0,3,2,1,1,4,5,3,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
191201,2016,Los Angeles,Hollywood,East Hollywood NC,4,3,13,24,43,28,No,Yes,32,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,50,0,50,98
191203,2016,Los Angeles,Hollywood,East Hollywood NC,4,3,13,24,43,28,No,No,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
191204,2016,Los Angeles,Hollywood,East Hollywood NC,4,3,13,24,43,28,No,No,8,1,2,3,5,0,0,3,5,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
191301,2016,Los Angeles,Hollywood,East Hollywood NC,4,3,13,24,43,28,Yes,Yes,9,0,0,0,2,0,2,6,0,3,0,3,10,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,3,28
191302,2016,Los Angeles,Hollywood,East Hollywood NC,4,3,13,24,43,28,Yes,Yes,16,0,0,1,1,0,3,18,2,2,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,54
191410,2016,Los Angeles,Hollywood,East Hollywood NC,4,3,13,24,43,28,No,Yes,14,0,0,0,2,0,1,1,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
191420,2016,Los Angeles,Hollywood,East Hollywood NC,4,2,13,24,43,28,No,No,16,0,0,0,0,0,9,4,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36
191500,2016,Los Angeles,Hollywood,East Hollywood NC,4,3,13,24,43,28,No,No,15,0,0,0,1,0,0,5,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
191610,2016,Los Angeles,Hollywood,Hollywood Studio District NC,4,2,13,24,53,28,No,Yes,12,0,0,2,7,1,1,2,3,12,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
191620,2016,Los Angeles,Hollywood,East Hollywood NC,4,3,13,24,43,28,No,No,1,0,0,5,6,3,0,8,8,10,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
191710,2016,Los Angeles,Hollywood,Hollywood Studio District NC,4,3,13,24,53,28,Yes,Yes,6,0,0,1,1,0,1,1,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
191720,2016,Los Angeles,Hollywood,Hollywood Studio District NC,4,3,13,24,53,28,No,No,1,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
191810,2016,Los Angeles,Hollywood,Central Hollywood NC,4,3,13,26,50,28,No,No,7,0,0,3,5,0,0,1,5,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
191820,2016,Los Angeles,Hollywood,Central Hollywood NC,4,3,13,26,50,28,No,Yes,1,0,0,1,1,11,0,1,2,2,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
191901,2016,Los Angeles,Hollywood,Central Hollywood NC,4,3,4,26,50,28,No,Yes,41,0,0,2,5,7,0,0,3,9,13,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,14,0,0,14,80
191902,2016,Los Angeles,Miracle Mile,Greater Wilshire NC,4,3,5,26,50,28,No,Yes,11,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
192001,2016,Los Angeles,Mid-City West,Mid-City West NC,4,3,5,26,50,28,No,No,1,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
192002,2016,Los Angeles,Mid-City West,Mid-City West NC,4,3,5,26,50,28,No,No,6,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
192300,2016,Los Angeles,Miracle Mile,Greater Wilshire NC,4,3,4,26,50,28,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192410,2016,Los Angeles,Miracle Mile,Greater Wilshire NC,4,3,4,24,53,34,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192420,2016,Los Angeles,Miracle Mile,Greater Wilshire NC,4,2,4,24,53,34,No,No,2,0,0,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
192510,2016,Los Angeles,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,13,24,53,34,No,Yes,2,0,0,7,6,2,0,3,11,10,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
192520,2016,Los Angeles,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,13,24,53,34,Yes,No,2,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
192610,2016,Los Angeles,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,13,24,43,28,No,No,8,0,0,2,2,2,6,5,3,3,4,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
192620,2016,Los Angeles,Wilshire Center-Koreatown,Wilshire Center-Koreatown NC,4,2,13,24,53,34,No,No,26,0,0,0,0,0,5,17,0,0,0,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,61
192700,2016,Los Angeles,Hollywood,East Hollywood NC,4,2,13,24,43,28,Yes,Yes,147,0,0,1,1,2,44,0,2,2,4,69,0,55,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,64,0,0,64,288
194101,2016,Los Angeles,Hollywood Hills West,Hollywood Hills West NC,4,3,4,26,46,28,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
194102,2016,Los Angeles,Hollywood Hills West,Hollywood Hills West NC,4,3,4,26,46,28,No,No,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
194200,2016,Los Angeles,Bel Air-Beverly Crest,Bel Air-Beverly Crest NC,5,3,4,26,50,28,No,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
194300,2016,Los Angeles,Bel Air-Beverly Crest,Bel Air-Beverly Crest NC,5,3,4,26,50,28,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194401,2016,Los Angeles,Mid-City West,Mid-City West NC,4,3,5,26,50,28,No,No,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
