censusTract,Year,City,CommunityName,Detailed_Name,SPA,SD,CD,SSD,AD,USCD,DemogSurveySample,YouthCountSample,totStreetSingAdult,totStreetFamHH,totStreetFamMemb,totCars,totVans,totCampers,totTents,totEncamp,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totEncampPeople,totEsAdultSingAdult,totESAdultFamHH,totEsAdultFamMemb,totEsYouthSingYouth,totESYouthFamHH,totEsYouthFamMemb,totEsYouthUnaccYouth,totThAdultSingAdult,totTHAdultFamHH,totThAdultFamMemb,totThYouthSingYouth,totTHYouthFamHH,totThYouthFamMemb,totThYouthUnaccYouth,totShAdultSingAdult,totSHAdultFamHH,totShAdultFamMemb,totShYouthSingYouth,totSHYouthFamHH,totShYouthFamMemb,totShYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
101110,2016,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,No,No,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
101122,2016,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,No,No,0,0,0,1,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
101210,2016,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,No,No,9,0,0,1,0,4,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
101220,2016,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,Yes,No,18,0,0,5,4,3,0,0,8,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39
101300,2016,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,No,No,6,0,0,2,0,9,1,3,3,0,17,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
101400,2016,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,Yes,No,6,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
102103,2016,Los Angeles,Sun Valley,Sun Valley Area NC,2,5,2,18,39,28,No,No,5,0,0,2,3,1,1,2,3,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
102104,2016,Los Angeles,Sun Valley,Sun Valley Area NC,2,5,2,18,39,28,No,Yes,6,0,0,1,2,5,1,3,2,3,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
102105,2016,Los Angeles,Sun Valley,Sun Valley Area NC,2,5,2,18,39,29,No,No,6,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
102107,2016,Los Angeles,Foothill Trails,Foothill Trails District NC,2,5,7,25,39,28,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103101,2016,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,No,No,10,0,0,0,0,1,7,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
103102,2016,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,No,Yes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
103200,2016,Los Angeles,Foothill Trails,Foothill Trails District NC,2,5,7,18,39,29,Yes,No,42,0,0,0,0,2,0,12,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,65
103300,2016,Los Angeles,Foothill Trails,Foothill Trails District NC,2,5,7,25,39,28,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103400,2016,Los Angeles,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,No,No,6,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
104103,2016,Los Angeles,Foothill Trails,Foothill Trails District NC,2,3,7,18,39,29,No,No,4,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
104105,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5
104108,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,Yes,0,0,0,0,1,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
104124,2016,Los Angeles,Angeles National Forest,Kagel Canyon,2,3,7,18,39,28,Yes,No,14,0,0,2,0,6,0,2,3,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
104201,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,No,2,0,0,0,1,2,0,1,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
104203,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,No,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
104204,2016,Los Angeles,Foothill Trails,Foothill Trails District NC,2,3,7,18,39,29,Yes,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
104310,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,Yes,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
104320,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,0,0,120,121
104401,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,No,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
104403,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,Yes,Yes,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
104404,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,Yes,0,0,0,0,2,2,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
104500,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,No,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,27,31
104610,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,Yes,Yes,0,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
104620,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104701,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,Yes,15,0,0,2,9,7,0,0,3,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46
104703,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,No,0,0,0,1,1,3,0,1,2,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
104704,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,Yes,0,0,0,1,0,4,0,2,2,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
104810,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,No,1,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
104821,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,No,22,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
104822,2016,Los Angeles,Pacoima,Pacoima NC,2,3,7,18,39,29,No,No,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
106010,2016,Los Angeles,Sylmar,Sylmar NC,2,5,7,18,39,29,No,No,0,0,0,0,0,3,0,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
106020,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106111,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106112,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,No,No,4,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
106113,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,Yes,No,22,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
106114,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,Yes,Yes,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
106403,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,No,No,7,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
106405,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,No,No,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
106406,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,No,No,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
106407,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,No,No,11,0,0,2,4,0,3,6,3,7,0,5,10,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,16,0,16,52
106408,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,No,No,2,0,0,2,0,1,0,2,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
106510,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,No,No,0,0,0,0,1,8,1,1,0,2,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
106520,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,No,No,2,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
106603,2016,Los Angeles,Granada Hills,Granada Hills North NC,2,5,12,18,38,30,No,No,0,0,0,0,4,6,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
106604,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,No,No,5,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
106641,2016,Los Angeles,Granada Hills,Granada Hills North NC,2,5,12,18,38,30,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106642,2016,Los Angeles,Granada Hills,Granada Hills North NC,2,5,12,18,38,30,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106643,2016,Los Angeles,Granada Hills,Granada Hills North NC,2,5,12,18,38,30,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106645,2016,Los Angeles,Granada Hills,Granada Hills North NC,2,5,12,18,39,30,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106646,2016,Los Angeles,Granada Hills,Granada Hills North NC,2,5,12,18,39,30,No,No,3,0,0,0,1,2,0,3,0,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
106648,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106649,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,No,No,2,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
107010,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,No,No,13,1,5,1,0,5,0,2,2,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
107020,2016,Los Angeles,Sylmar,Sylmar NC,2,3,7,18,39,29,No,No,10,1,3,2,0,5,0,1,3,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
108101,2016,Los Angeles,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108102,2016,Los Angeles,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,Yes,No,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
108103,2016,Los Angeles,Porter Ranch,Porter Ranch NC,2,5,12,18,38,25,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108104,2016,Los Angeles,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108201,2016,Los Angeles,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108202,2016,Los Angeles,Porter Ranch,Porter Ranch NC,2,5,12,27,38,30,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109100,2016,Los Angeles,Mission Hills,Mission Hills NC,2,3,7,18,39,29,Yes,No,6,0,0,0,2,2,0,4,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
109200,2016,Los Angeles,Granada Hills,Granada Hills North NC,2,3,12,18,39,29,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109300,2016,Los Angeles,Granada Hills,Granada Hills North NC,2,3,12,18,39,29,No,No,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
109400,2016,Los Angeles,Mission Hills,Mission Hills NC,2,3,7,18,39,29,No,Yes,2,0,0,1,3,4,0,1,2,5,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
109500,2016,Los Angeles,Mission Hills,Mission Hills NC,2,3,7,18,39,29,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109601,2016,Los Angeles,Mission Hills,Mission Hills NC,2,3,7,18,39,29,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109603,2016,Los Angeles,Mission Hills,Mission Hills NC,2,3,7,18,39,29,No,No,1,0,0,1,0,1,1,4,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
109604,2016,Los Angeles,Mission Hills,Mission Hills NC,2,3,7,18,39,29,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109700,2016,Los Angeles,Granada Hills,Granada Hills South NC,2,3,12,18,38,29,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109800,2016,Los Angeles,North Hills,North Hills West NC,2,3,12,18,46,29,No,No,15,0,0,0,5,3,0,11,0,9,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,48
111100,2016,Los Angeles,Granada Hills,Granada Hills South NC,2,5,12,18,38,30,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
111201,2016,Los Angeles,Granada Hills,Granada Hills South NC,2,5,12,18,38,30,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
111202,2016,Los Angeles,Granada Hills,Granada Hills South NC,2,5,12,18,38,30,No,No,16,0,0,0,4,6,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
111204,2016,Los Angeles,Northridge,Northridge West NC,2,5,12,27,38,30,No,No,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
111205,2016,Los Angeles,Northridge,Northridge East NC,2,5,12,18,45,30,No,No,1,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
111206,2016,Los Angeles,Northridge,Northridge East NC,2,5,12,27,38,30,No,No,1,0,0,3,2,5,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
111301,2016,Los Angeles,Granada Hills,Granada Hills South NC,2,5,12,18,38,30,No,No,10,0,0,6,0,8,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
111302,2016,Los Angeles,Northridge,Northridge East NC,2,5,12,18,45,30,No,No,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
111400,2016,Los Angeles,Granada Hills,Granada Hills South NC,2,5,12,18,38,29,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
113101,2016,Los Angeles,Chatsworth,Chatsworth NC,2,5,12,27,38,30,No,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
113102,2016,Los Angeles,Chatsworth,Chatsworth NC,2,5,12,27,38,30,No,No,0,0,0,4,1,1,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
113211,2016,Los Angeles,Chatsworth,Chatsworth NC,2,5,12,27,38,30,No,No,0,0,0,4,0,4,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
113212,2016,Los Angeles,Chatsworth,Chatsworth NC,2,5,12,27,38,30,No,Yes,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
113213,2016,Los Angeles,Chatsworth,Chatsworth NC,2,5,12,27,38,30,No,No,3,0,0,0,0,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
113231,2016,Los Angeles,West Hills,West Hills NC,2,5,12,27,45,30,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113232,2016,Los Angeles,West Hills,West Hills NC,2,5,12,27,45,30,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113233,2016,Los Angeles,Canoga Park,Canoga Park NC,2,5,3,27,45,30,No,No,2,0,0,0,1,12,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
113234,2016,Los Angeles,Canoga Park,Canoga Park NC,2,3,3,27,45,30,Yes,No,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,15,21
113235,2016,Los Angeles,Chatsworth,Chatsworth NC,2,5,3,27,45,30,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113237,2016,Los Angeles,Chatsworth,Chatsworth NC,2,5,12,27,38,30,No,No,0,0,0,0,0,1,6,8,0,0,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
113301,2016,Los Angeles,Northridge,Northridge West NC,2,5,12,27,45,30,No,No,0,0,0,3,0,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
113303,2016,Los Angeles,Chatsworth,Chatsworth NC,2,5,12,27,45,30,Yes,No,2,0,0,1,2,3,0,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,13,0,16,0,16,29
113321,2016,Los Angeles,Chatsworth,Chatsworth NC,2,5,12,27,45,30,No,No,0,0,0,2,0,10,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
113322,2016,Los Angeles,Chatsworth,Chatsworth NC,2,5,12,27,45,30,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113401,2016,Los Angeles,Northridge,Northridge South NC,2,3,12,27,45,30,No,No,3,0,0,1,0,4,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
113421,2016,Los Angeles,Winnetka,Winnetka NC,2,3,3,27,45,30,No,No,1,0,0,0,0,3,3,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
113422,2016,Los Angeles,Winnetka,Winnetka NC,2,3,3,27,45,30,No,No,8,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
115101,2016,Los Angeles,Northridge,Northridge East NC,2,3,12,18,45,30,No,Yes,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
115103,2016,Los Angeles,Northridge,Northridge East NC,2,5,12,18,45,30,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115104,2016,Los Angeles,Northridge,Northridge East NC,2,3,12,18,45,30,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115201,2016,Los Angeles,Northridge,Northridge East NC,2,3,12,18,45,30,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
